token_slot,token_position,token_id,channel_slot,output_channel,setup_cycle,first_valid_cycle,final_cycle,reference,baseline_rtl_hex,baseline_rtl,baseline_absolute_error,baseline_relative_error,bucketgetter_rtl_hex,bucketgetter_rtl,bucketgetter_absolute_error,bucketgetter_relative_error,bucketgetter_vs_baseline_absolute_difference,bucketgetter_vs_baseline_relative_difference,bucketgetter_within_reporting_tolerance
2,130,525,1,273,22737,22738,23425,-0.0032958984375,bb580000,-0.0032958984375,0.0,0.0,bb580000,-0.0032958984375,0.0,0.0,0.0,0.0,True
2,130,525,2,546,23426,23427,24114,-0.070587158203125,bd909000,-0.070587158203125,0.0,0.0,bd909000,-0.070587158203125,0.0,0.0,0.0,0.0,True
2,130,525,3,819,24115,24116,24803,0.2750701904296875,3e8cd600,0.2750701904296875,0.0,0.0,3e8cd600,0.2750701904296875,0.0,0.0,0.0,0.0,True
2,130,525,4,1092,24804,24805,25492,-0.11871337890625,bdf32000,-0.11871337890625,0.0,0.0,bdf32000,-0.11871337890625,0.0,0.0,0.0,0.0,True
2,130,525,5,1365,25493,25494,26181,-0.073486328125,bd968000,-0.073486328125,0.0,0.0,bd968000,-0.073486328125,0.0,0.0,0.0,0.0,True
2,130,525,6,1638,26182,26183,26870,-0.044036865234375,bd346000,-0.044036865234375,0.0,0.0,bd346000,-0.044036865234375,0.0,0.0,0.0,0.0,True
2,130,525,7,1911,26871,26872,27559,-0.302215576171875,be9abc00,-0.302215576171875,0.0,0.0,be9abc00,-0.302215576171875,0.0,0.0,0.0,0.0,True
2,130,525,8,2184,27560,27561,28248,0.115478515625,3dec8000,0.115478515625,0.0,0.0,3dec8000,0.115478515625,0.0,0.0,0.0,0.0,True
2,130,525,9,2457,28249,28250,28937,-0.060882568359375,bd796000,-0.060882568359375,0.0,0.0,bd796000,-0.060882568359375,0.0,0.0,0.0,0.0,True
2,130,525,10,2730,28938,28939,29626,-0.0986328125,bdca0000,-0.0986328125,0.0,0.0,bdca0000,-0.0986328125,0.0,0.0,0.0,0.0,True
2,130,525,11,3003,29627,29628,30315,-0.296356201171875,be97bc00,-0.296356201171875,0.0,0.0,be97bc00,-0.296356201171875,0.0,0.0,0.0,0.0,True
2,130,525,12,3276,30316,30317,31004,-0.18682861328125,be3f5000,-0.18682861328125,0.0,0.0,be3f5000,-0.18682861328125,0.0,0.0,0.0,0.0,True
2,130,525,13,3549,31005,31006,31693,0.152496337890625,3e1c2800,0.152496337890625,0.0,0.0,3e1c2800,0.152496337890625,0.0,0.0,0.0,0.0,True
2,130,525,14,3822,31694,31695,32382,0.0992431640625,3dcb4000,0.0992431640625,0.0,0.0,3dcb4000,0.0992431640625,0.0,0.0,0.0,0.0,True
2,130,525,15,4095,32383,32384,33071,0.13262939453125,3e07d000,0.13262939453125,0.0,0.0,3e07d000,0.13262939453125,0.0,0.0,0.0,0.0,True
3,131,29879,0,0,33072,33073,33760,0.142669677734375,3e121800,0.142669677734375,0.0,0.0,3e121800,0.142669677734375,0.0,0.0,0.0,0.0,True
3,131,29879,1,273,33761,33762,34449,-0.1129150390625,bde74000,-0.1129150390625,0.0,0.0,bde74000,-0.1129150390625,0.0,0.0,0.0,0.0,True
3,131,29879,2,546,34450,34451,35138,0.044342041015625,3d35a000,0.044342041015625,0.0,0.0,3d35a000,0.044342041015625,0.0,0.0,0.0,0.0,True
3,131,29879,3,819,35139,35140,35827,-0.05596923828125,bd654000,-0.05596923828125,0.0,0.0,bd654000,-0.05596923828125,0.0,0.0,0.0,0.0,True
3,131,29879,4,1092,35828,35829,36516,0.11083984375,3de30000,0.11083984375,0.0,0.0,3de30000,0.11083984375,0.0,0.0,0.0,0.0,True
3,131,29879,5,1365,36517,36518,37205,0.0582275390625,3d6e8000,0.0582275390625,0.0,0.0,3d6e8000,0.0582275390625,0.0,0.0,0.0,0.0,True
3,131,29879,6,1638,37206,37207,37894,-0.102447509765625,bdd1d000,-0.102447509765625,0.0,0.0,bdd1d000,-0.102447509765625,0.0,0.0,0.0,0.0,True
3,131,29879,7,1911,37895,37896,38583,0.047271728515625,3d41a000,0.047271728515625,0.0,0.0,3d41a000,0.047271728515625,0.0,0.0,0.0,0.0,True
3,131,29879,8,2184,38584,38585,39272,0.11639404296875,3dee6000,0.11639404296875,0.0,0.0,3dee6000,0.11639404296875,0.0,0.0,0.0,0.0,True
3,131,29879,9,2457,39273,39274,39961,-0.21942138671875,be60b000,-0.21942138671875,0.0,0.0,be60b000,-0.21942138671875,0.0,0.0,0.0,0.0,True
3,131,29879,10,2730,39962,39963,40650,-0.03045654296875,bcf98000,-0.03045654296875,0.0,0.0,bcf98000,-0.03045654296875,0.0,0.0,0.0,0.0,True
3,131,29879,11,3003,40651,40652,41339,-0.002288818359375,bb160000,-0.002288818359375,0.0,0.0,bb160000,-0.002288818359375,0.0,0.0,0.0,0.0,True
3,131,29879,12,3276,41340,41341,42028,-0.05828857421875,bd6ec000,-0.05828857421875,0.0,0.0,bd6ec000,-0.05828857421875,0.0,0.0,0.0,0.0,True
3,131,29879,13,3549,42029,42030,42717,0.00830078125,3c080000,0.00830078125,0.0,0.0,3c080000,0.00830078125,0.0,0.0,0.0,0.0,True
3,131,29879,14,3822,42718,42719,43406,-0.172119140625,be304000,-0.172119140625,0.0,0.0,be304000,-0.172119140625,0.0,0.0,0.0,0.0,True
3,131,29879,15,4095,43407,43408,44095,-0.17730712890625,be359000,-0.17730712890625,0.0,0.0,be359000,-0.17730712890625,0.0,0.0,0.0,0.0,True
4,132,13740,0,0,44096,44097,44784,-0.044097900390625,bd34a000,-0.044097900390625,0.0,0.0,bd34a000,-0.044097900390625,0.0,0.0,0.0,0.0,True
4,132,13740,1,273,44785,44786,45473,0.041351318359375,3d296000,0.041351318359375,0.0,0.0,3d296000,0.041351318359375,0.0,0.0,0.0,0.0,True
4,132,13740,2,546,45474,45475,46162,0.07427978515625,3d982000,0.07427978515625,0.0,0.0,3d982000,0.07427978515625,0.0,0.0,0.0,0.0,True
4,132,13740,3,819,46163,46164,46851,-0.0992889404296875,bdcb5800,-0.0992889404296875,0.0,0.0,bdcb5800,-0.0992889404296875,0.0,0.0,0.0,0.0,True
4,132,13740,4,1092,46852,46853,47540,-0.21356201171875,be5ab000,-0.21356201171875,0.0,0.0,be5ab000,-0.21356201171875,0.0,0.0,0.0,0.0,True
4,132,13740,5,1365,47541,47542,48229,0.077667236328125,3d9f1000,0.077667236328125,0.0,0.0,3d9f1000,0.077667236328125,0.0,0.0,0.0,0.0,True
4,132,13740,6,1638,48230,48231,48918,-0.055511474609375,bd636000,-0.055511474609375,0.0,0.0,bd636000,-0.055511474609375,0.0,0.0,0.0,0.0,True
4,132,13740,7,1911,48919,48920,49607,-0.42327880859375,bed8b800,-0.42327880859375,0.0,0.0,bed8b800,-0.42327880859375,0.0,0.0,0.0,0.0,True
4,132,13740,8,2184,49608,49609,50296,0.1123046875,3de60000,0.1123046875,0.0,0.0,3de60000,0.1123046875,0.0,0.0,0.0,0.0,True
4,132,13740,9,2457,50297,50298,50985,0.0518951416015625,3d549000,0.0518951416015625,0.0,0.0,3d549000,0.0518951416015625,0.0,0.0,0.0,0.0,True
4,132,13740,10,2730,50986,50987,51674,0.0186004638671875,3c986000,0.0186004638671875,0.0,0.0,3c986000,0.0186004638671875,0.0,0.0,0.0,0.0,True
4,132,13740,11,3003,51675,51676,52363,0.00372314453125,3b740000,0.00372314453125,0.0,0.0,3b740000,0.00372314453125,0.0,0.0,0.0,0.0,True
4,132,13740,12,3276,52364,52365,53052,0.121124267578125,3df81000,0.121124267578125,0.0,0.0,3df81000,0.121124267578125,0.0,0.0,0.0,0.0,True
4,132,13740,13,3549,53053,53054,53741,-0.1543426513671875,be1e0c00,-0.1543426513671875,0.0,0.0,be1e0c00,-0.1543426513671875,0.0,0.0,0.0,0.0,True
4,132,13740,14,3822,53742,53743,54430,0.109710693359375,3de0b000,0.109710693359375,0.0,0.0,3de0b000,0.109710693359375,0.0,0.0,0.0,0.0,True
4,132,13740,15,4095,54431,54432,55119,0.208404541015625,3e556800,0.208404541015625,0.0,0.0,3e556800,0.208404541015625,0.0,0.0,0.0,0.0,True
5,133,376,0,0,55120,55121,55808,-0.06011962890625,bd764000,-0.06011962890625,0.0,0.0,bd764000,-0.06011962890625,0.0,0.0,0.0,0.0,True
5,133,376,1,273,55809,55810,56497,0.076812744140625,3d9d5000,0.076812744140625,0.0,0.0,3d9d5000,0.076812744140625,0.0,0.0,0.0,0.0,True
5,133,376,2,546,56498,56499,57186,0.00152587890625,3ac80000,0.00152587890625,0.0,0.0,3ac80000,0.00152587890625,0.0,0.0,0.0,0.0,True
5,133,376,3,819,57187,57188,57875,0.22442626953125,3e65d000,0.22442626953125,0.0,0.0,3e65d000,0.22442626953125,0.0,0.0,0.0,0.0,True
5,133,376,4,1092,57876,57877,58564,0.025482177734375,3cd0c000,0.025482177734375,0.0,0.0,3cd0c000,0.025482177734375,0.0,0.0,0.0,0.0,True
5,133,376,5,1365,58565,58566,59253,-0.199005126953125,be4bc800,-0.199005126953125,0.0,0.0,be4bc800,-0.199005126953125,0.0,0.0,0.0,0.0,True
5,133,376,6,1638,59254,59255,59942,-0.199798583984375,be4c9800,-0.199798583984375,0.0,0.0,be4c9800,-0.199798583984375,0.0,0.0,0.0,0.0,True
5,133,376,7,1911,59943,59944,60631,-0.47210693359375,bef1b800,-0.47210693359375,0.0,0.0,bef1b800,-0.47210693359375,0.0,0.0,0.0,0.0,True
5,133,376,8,2184,60632,60633,61320,-0.03411865234375,bd0bc000,-0.03411865234375,0.0,0.0,bd0bc000,-0.03411865234375,0.0,0.0,0.0,0.0,True
5,133,376,9,2457,61321,61322,62009,-0.106231689453125,bdd99000,-0.106231689453125,0.0,0.0,bdd99000,-0.106231689453125,0.0,0.0,0.0,0.0,True
5,133,376,10,2730,62010,62011,62698,-0.09747314453125,bdc7a000,-0.09747314453125,0.0,0.0,bdc7a000,-0.09747314453125,0.0,0.0,0.0,0.0,True
5,133,376,11,3003,62699,62700,63387,0.01068115234375,3c2f0000,0.01068115234375,0.0,0.0,3c2f0000,0.01068115234375,0.0,0.0,0.0,0.0,True
5,133,376,12,3276,63388,63389,64076,-0.111297607421875,bde3f000,-0.111297607421875,0.0,0.0,bde3f000,-0.111297607421875,0.0,0.0,0.0,0.0,True
5,133,376,13,3549,64077,64078,64765,-0.0078125,bc000000,-0.0078125,0.0,0.0,bc000000,-0.0078125,0.0,0.0,0.0,0.0,True
5,133,376,14,3822,64766,64767,65454,0.261322021484375,3e85cc00,0.261322021484375,0.0,0.0,3e85cc00,0.261322021484375,0.0,0.0,0.0,0.0,True
5,133,376,15,4095,65455,65456,66143,0.2657623291015625,3e881200,0.2657623291015625,0.0,0.0,3e881200,0.2657623291015625,0.0,0.0,0.0,0.0,True
6,134,310,0,0,66144,66145,66832,-0.02392578125,bcc40000,-0.02392578125,0.0,0.0,bcc40000,-0.02392578125,0.0,0.0,0.0,0.0,True
6,134,310,1,273,66833,66834,67521,0.04864501953125,3d474000,0.04864501953125,0.0,0.0,3d474000,0.04864501953125,0.0,0.0,0.0,0.0,True
6,134,310,2,546,67522,67523,68210,-0.29486083984375,be96f800,-0.29486083984375,0.0,0.0,be96f800,-0.29486083984375,0.0,0.0,0.0,0.0,True
6,134,310,3,819,68211,68212,68899,0.09783935546875,3dc86000,0.09783935546875,0.0,0.0,3dc86000,0.09783935546875,0.0,0.0,0.0,0.0,True
6,134,310,4,1092,68900,68901,69588,-0.1317138671875,be06e000,-0.1317138671875,0.0,0.0,be06e000,-0.1317138671875,0.0,0.0,0.0,0.0,True
6,134,310,5,1365,69589,69590,70277,0.10028076171875,3dcd6000,0.10028076171875,0.0,0.0,3dcd6000,0.10028076171875,0.0,0.0,0.0,0.0,True
6,134,310,6,1638,70278,70279,70966,0.12823486328125,3e035000,0.12823486328125,0.0,0.0,3e035000,0.12823486328125,0.0,0.0,0.0,0.0,True
6,134,310,7,1911,70967,70968,71655,-0.3701171875,bebd8000,-0.3701171875,0.0,0.0,bebd8000,-0.3701171875,0.0,0.0,0.0,0.0,True
6,134,310,8,2184,71656,71657,72344,0.005889892578125,3bc10000,0.005889892578125,0.0,0.0,3bc10000,0.005889892578125,0.0,0.0,0.0,0.0,True
6,134,310,9,2457,72345,72346,73033,-0.1053466796875,bdd7c000,-0.1053466796875,0.0,0.0,bdd7c000,-0.1053466796875,0.0,0.0,0.0,0.0,True
6,134,310,10,2730,73034,73035,73722,0.06329345703125,3d81a000,0.06329345703125,0.0,0.0,3d81a000,0.06329345703125,0.0,0.0,0.0,0.0,True
6,134,310,11,3003,73723,73724,74411,0.151123046875,3e1ac000,0.151123046875,0.0,0.0,3e1ac000,0.151123046875,0.0,0.0,0.0,0.0,True
6,134,310,12,3276,74412,74413,75100,-0.07257080078125,bd94a000,-0.07257080078125,0.0,0.0,bd94a000,-0.07257080078125,0.0,0.0,0.0,0.0,True
6,134,310,13,3549,75101,75102,75789,-0.2999267578125,be999000,-0.2999267578125,0.0,0.0,be999000,-0.2999267578125,0.0,0.0,0.0,0.0,True
6,134,310,14,3822,75790,75791,76478,0.27166748046875,3e8b1800,0.27166748046875,0.0,0.0,3e8b1800,0.27166748046875,0.0,0.0,0.0,0.0,True
6,134,310,15,4095,76479,76480,77167,-0.048095703125,bd450000,-0.048095703125,0.0,0.0,bd450000,-0.048095703125,0.0,0.0,0.0,0.0,True
7,135,278,0,0,77168,77169,77856,-0.136322021484375,be0b9800,-0.136322021484375,0.0,0.0,be0b9800,-0.136322021484375,0.0,0.0,0.0,0.0,True
7,135,278,1,273,77857,77858,78545,-0.3607177734375,beb8b000,-0.3607177734375,0.0,0.0,beb8b000,-0.3607177734375,0.0,0.0,0.0,0.0,True
7,135,278,2,546,78546,78547,79234,-0.210784912109375,be57d800,-0.210784912109375,0.0,0.0,be57d800,-0.210784912109375,0.0,0.0,0.0,0.0,True
7,135,278,3,819,79235,79236,79923,-0.0601806640625,bd768000,-0.0601806640625,0.0,0.0,bd768000,-0.0601806640625,0.0,0.0,0.0,0.0,True
7,135,278,4,1092,79924,79925,80612,-0.02264404296875,bcb98000,-0.02264404296875,0.0,0.0,bcb98000,-0.02264404296875,0.0,0.0,0.0,0.0,True
7,135,278,5,1365,80613,80614,81301,0.002197265625,3b100000,0.002197265625,0.0,0.0,3b100000,0.002197265625,0.0,0.0,0.0,0.0,True
7,135,278,6,1638,81302,81303,81990,0.28741455078125,3e932800,0.28741455078125,0.0,0.0,3e932800,0.28741455078125,0.0,0.0,0.0,0.0,True
7,135,278,7,1911,81991,81992,82679,-0.05712890625,bd6a0000,-0.05712890625,0.0,0.0,bd6a0000,-0.05712890625,0.0,0.0,0.0,0.0,True
7,135,278,8,2184,82680,82681,83368,-0.364166259765625,beba7400,-0.364166259765625,0.0,0.0,beba7400,-0.364166259765625,0.0,0.0,0.0,0.0,True
7,135,278,9,2457,83369,83370,84057,0.0782470703125,3da04000,0.0782470703125,0.0,0.0,3da04000,0.0782470703125,0.0,0.0,0.0,0.0,True
7,135,278,10,2730,84058,84059,84746,0.223358154296875,3e64b800,0.223358154296875,0.0,0.0,3e64b800,0.223358154296875,0.0,0.0,0.0,0.0,True
7,135,278,11,3003,84747,84748,85435,-0.073760986328125,bd971000,-0.073760986328125,0.0,0.0,bd971000,-0.073760986328125,0.0,0.0,0.0,0.0,True
7,135,278,12,3276,85436,85437,86124,-0.11102294921875,bde36000,-0.11102294921875,0.0,0.0,bde36000,-0.11102294921875,0.0,0.0,0.0,0.0,True
7,135,278,13,3549,86125,86126,86813,-0.22601318359375,be677000,-0.22601318359375,0.0,0.0,be677000,-0.22601318359375,0.0,0.0,0.0,0.0,True
7,135,278,14,3822,86814,86815,87502,-0.10296630859375,bdd2e000,-0.10296630859375,0.0,0.0,bdd2e000,-0.10296630859375,0.0,0.0,0.0,0.0,True
7,135,278,15,4095,87503,87504,88191,-0.469268798828125,bef04400,-0.469268798828125,0.0,0.0,bef04400,-0.469268798828125,0.0,0.0,0.0,0.0,True
8,136,11456,0,0,88192,88193,88880,-0.1046142578125,bdd64000,-0.1046142578125,0.0,0.0,bdd64000,-0.1046142578125,0.0,0.0,0.0,0.0,True
8,136,11456,1,273,88881,88882,89569,-0.28369140625,be914000,-0.28369140625,0.0,0.0,be914000,-0.28369140625,0.0,0.0,0.0,0.0,True
8,136,11456,2,546,89570,89571,90258,-0.3343505859375,beab3000,-0.3343505859375,0.0,0.0,beab3000,-0.3343505859375,0.0,0.0,0.0,0.0,True
8,136,11456,3,819,90259,90260,90947,0.0948486328125,3dc24000,0.0948486328125,0.0,0.0,3dc24000,0.0948486328125,0.0,0.0,0.0,0.0,True
8,136,11456,4,1092,90948,90949,91636,-0.2060546875,be530000,-0.2060546875,0.0,0.0,be530000,-0.2060546875,0.0,0.0,0.0,0.0,True
8,136,11456,5,1365,91637,91638,92325,-0.09246826171875,bdbd6000,-0.09246826171875,0.0,0.0,bdbd6000,-0.09246826171875,0.0,0.0,0.0,0.0,True
8,136,11456,6,1638,92326,92327,93014,0.093475341796875,3dbf7000,0.093475341796875,0.0,0.0,3dbf7000,0.093475341796875,0.0,0.0,0.0,0.0,True
8,136,11456,7,1911,93015,93016,93703,-0.17071533203125,be2ed000,-0.17071533203125,0.0,0.0,be2ed000,-0.17071533203125,0.0,0.0,0.0,0.0,True
8,136,11456,8,2184,93704,93705,94392,-0.17138671875,be2f8000,-0.17138671875,0.0,0.0,be2f8000,-0.17138671875,0.0,0.0,0.0,0.0,True
8,136,11456,9,2457,94393,94394,95081,0.10272216796875,3dd26000,0.10272216796875,0.0,0.0,3dd26000,0.10272216796875,0.0,0.0,0.0,0.0,True
8,136,11456,10,2730,95082,95083,95770,-0.09222412109375,bdbce000,-0.09222412109375,0.0,0.0,bdbce000,-0.09222412109375,0.0,0.0,0.0,0.0,True
8,136,11456,11,3003,95771,95772,96459,-0.02349853515625,bcc08000,-0.02349853515625,0.0,0.0,bcc08000,-0.02349853515625,0.0,0.0,0.0,0.0,True
8,136,11456,12,3276,96460,96461,97148,-0.020904541015625,bcab4000,-0.020904541015625,0.0,0.0,bcab4000,-0.020904541015625,0.0,0.0,0.0,0.0,True
8,136,11456,13,3549,97149,97150,97837,-0.09747314453125,bdc7a000,-0.09747314453125,0.0,0.0,bdc7a000,-0.09747314453125,0.0,0.0,0.0,0.0,True
8,136,11456,14,3822,97838,97839,98526,-0.04083251953125,bd274000,-0.04083251953125,0.0,0.0,bd274000,-0.04083251953125,0.0,0.0,0.0,0.0,True
8,136,11456,15,4095,98527,98528,99215,-0.288116455078125,be938400,-0.288116455078125,0.0,0.0,be938400,-0.288116455078125,0.0,0.0,0.0,0.0,True
9,137,3652,0,0,99216,99217,99904,0.17779541015625,3e361000,0.17779541015625,0.0,0.0,3e361000,0.17779541015625,0.0,0.0,0.0,0.0,True
9,137,3652,1,273,99905,99906,100593,-0.08575439453125,bdafa000,-0.08575439453125,0.0,0.0,bdafa000,-0.08575439453125,0.0,0.0,0.0,0.0,True
9,137,3652,2,546,100594,100595,101282,-0.1719970703125,be302000,-0.1719970703125,0.0,0.0,be302000,-0.1719970703125,0.0,0.0,0.0,0.0,True
9,137,3652,3,819,101283,101284,101971,0.12091064453125,3df7a000,0.12091064453125,0.0,0.0,3df7a000,0.12091064453125,0.0,0.0,0.0,0.0,True
9,137,3652,4,1092,101972,101973,102660,-0.18939208984375,be41f000,-0.18939208984375,0.0,0.0,be41f000,-0.18939208984375,0.0,0.0,0.0,0.0,True
9,137,3652,5,1365,102661,102662,103349,0.074676513671875,3d98f000,0.074676513671875,0.0,0.0,3d98f000,0.074676513671875,0.0,0.0,0.0,0.0,True
9,137,3652,6,1638,103350,103351,104038,0.18951416015625,3e421000,0.18951416015625,0.0,0.0,3e421000,0.18951416015625,0.0,0.0,0.0,0.0,True
9,137,3652,7,1911,104039,104040,104727,-0.27642822265625,be8d8800,-0.27642822265625,0.0,0.0,be8d8800,-0.27642822265625,0.0,0.0,0.0,0.0,True
9,137,3652,8,2184,104728,104729,105416,-0.153778076171875,be1d7800,-0.153778076171875,0.0,0.0,be1d7800,-0.153778076171875,0.0,0.0,0.0,0.0,True
9,137,3652,9,2457,105417,105418,106105,-0.2359619140625,be71a000,-0.2359619140625,0.0,0.0,be71a000,-0.2359619140625,0.0,0.0,0.0,0.0,True
9,137,3652,10,2730,106106,106107,106794,0.21099853515625,3e581000,0.21099853515625,0.0,0.0,3e581000,0.21099853515625,0.0,0.0,0.0,0.0,True
9,137,3652,11,3003,106795,106796,107483,0.31304931640625,3ea04800,0.31304931640625,0.0,0.0,3ea04800,0.31304931640625,0.0,0.0,0.0,0.0,True
9,137,3652,12,3276,107484,107485,108172,0.09417724609375,3dc0e000,0.09417724609375,0.0,0.0,3dc0e000,0.09417724609375,0.0,0.0,0.0,0.0,True
9,137,3652,13,3549,108173,108174,108861,-0.118133544921875,bdf1f000,-0.118133544921875,0.0,0.0,bdf1f000,-0.118133544921875,0.0,0.0,0.0,0.0,True
9,137,3652,14,3822,108862,108863,109550,0.079833984375,3da38000,0.079833984375,0.0,0.0,3da38000,0.079833984375,0.0,0.0,0.0,0.0,True
9,137,3652,15,4095,109551,109552,110239,0.110565185546875,3de27000,0.110565185546875,0.0,0.0,3de27000,0.110565185546875,0.0,0.0,0.0,0.0,True
10,138,450,0,0,110240,110241,110928,0.121337890625,3df88000,0.121337890625,0.0,0.0,3df88000,0.121337890625,0.0,0.0,0.0,0.0,True
10,138,450,1,273,110929,110930,111617,-0.258941650390625,be849400,-0.258941650390625,0.0,0.0,be849400,-0.258941650390625,0.0,0.0,0.0,0.0,True
10,138,450,2,546,111618,111619,112306,0.079315185546875,3da27000,0.079315185546875,0.0,0.0,3da27000,0.079315185546875,0.0,0.0,0.0,0.0,True
