1 1 0 19f3 04 6441e88820e918d6adca5129 0000 0f 000000000000000000000000
0 1 1 42f6 05 61030304550a144615226142 6803 08 02c085100280142083108045
0 1 1 ca4d 05 90298966020d058185155349 f43c 06 fd475409aac0d8a98f0caa83
0 1 1 9495 04 4e2c0e499686b4ff907b85dc 6bcb 07 050086150102043c47186202
0 1 1 8ab6 05 7aa08f10d108322808083384 f490 07 2083431492048c40d230a001
0 1 1 37a5 04 8beb1e67cba1105047b26431 6b35 07 9873400402ce31526484f241
0 1 1 07df 04 66e358f9b93571b00f3171a3 0c0f 06 0555860d2301c022690462cb
0 1 1 28f3 05 2c804518c0057ab5142c3309 18d8 07 4412411031c974208e05b222
0 1 1 9cb4 05 3a51c70c968f5838cf0e2347 a642 07 5cd9c66418520cc04034d090
0 1 1 6c59 05 2e6a0150714b282815399106 605a 07 ac150004358335e45629330e
0 1 1 281f 04 64e1a91c525b1704f9dd6e1a 486a 06 bc133d1c9b0a15e07e1042d8
0 1 1 d3b3 05 51288114131e2de18e41c250 ef2a 06 c8a4e17916100cc35320144d
0 1 1 6496 05 55d40f1543402893410c4364 b1f4 07 40014b4c36d3201557044c01
0 1 1 e156 05 88d70f18e1055080d80176dc 8610 07 0840470444d31d334d900043
0 1 1 3d5b 05 453112146a861060ab28d3e9 1426 06 482310d257269430c32870c4
0 1 1 6940 05 5e00d208e2101c3103095515 3285 06 93f99604604418f00454118c
0 1 1 ba42 04 a922d654549bd8f49536a7ae 89b6 06 9519826cb04b69b592504207
0 1 1 7f7b 04 a4c8054c148e6b65c13e235c 6d60 06 1bf1536d209d0ad6911fc106
0 1 1 3f02 05 1886105cc283c865c4787249 1cb5 06 3414c2f93046ecd4aa0832c2
0 1 1 972a 04 618aa9144527fd63de8f08d0 e213 07 154167051351387202083048
0 1 1 6326 05 c1f71a4051d06c260a1c63d1 fca1 07 0732821060cc0842c714308b
0 1 1 9b2f 04 2246b94382f563a620c12a0f 5858 06 74a6426430683f53c1246054
0 1 1 78e9 05 6442c634b6ab2462872cc2da aecb 05 373bed6100a1697aae3ca17e
0 1 1 44e7 05 8574d51438865ce25c805294 b500 06 14a3982a96bc94362e96f345
0 1 1 3ab3 05 21884a48c5da249303240481 4f84 07 22105e0461531ca1812ce149
0 1 1 b3a5 05 0d130ba0c3ca6870cc2cf44a a531 06 71d38a32389404daaa65724d
0 1 1 0e0d 05 0c73e030e3d844720425e3d1 12f6 09 0c1001200106067102045043
0 1 1 12ca 05 1a31c72d220f55568610114c ec87 07 3448412076001850002ed385
0 1 1 dd70 04 54e8ef041b4de26434483685 87cc 06 10a7483044519c101d450350
0 1 1 4648 05 3ca58e4a50900d1748300981 51b1 06 26d7ba0d284a0834030ee1e4
0 1 1 a42f 05 2aa0dc50948c0c02cf754792 88f8 06 254014c4d3004c60c235d046
0 1 1 9f57 05 48a7011826883559c5424352 e8f4 07 288a842c128e14206421d080
0 1 1 2e35 04 fa825f10fc364d61d6a1c31b 1276 07 a4418e0c3100082247041040
0 1 1 80c3 05 0cb581a096051860165c0781 cd7f 06 2ee00a081b0810e3ca096043
0 1 1 0176 05 55670018d98939e990293219 b09d 06 30606d5c9547246041081243
0 1 1 c03f 05 20d0ca1da3c110a1d317f50a 5177 08 0010431cc14120230a044fc5
0 1 1 8508 05 24a5142d03d01883cf40a123 9f86 06 329b011ca0cd3065497170c2
0 1 1 0a4f 05 4ca58420d9cc150602204309 12d6 07 0c51a17c45840604ff00a800
0 1 1 929e 05 0480563c045a6e23cc124405 b960 07 2441c414d0832c21c10bd0d0
0 1 1 4aad 04 b58aa3e4aa1e99456e28a3d2 19c0 07 50030204224528324519463b
0 1 1 03c8 05 0425d059c6d151b0234db404 e2b6 07 2812402075c2ac0ac40951c5
0 1 1 658b 04 1d06d84c7a410ce99d8066f2 8ac1 09 8080410c10820421000c7082
0 1 1 9e02 05 49b112145100500a89289344 902f 08 44300128314b285c840c2082
0 1 1 b392 05 49b044206246596154567394 0a68 09 0c60800401c3042982141080
0 1 1 9303 04 88338403a6df352f8a98e931 bfc0 06 19727b1c5eee40400d142788
0 1 1 a0ae 04 9536d54a9244481a360926cc 1bab 08 0040020c01430800c3982207
0 1 1 ec30 05 5c2583596288b9a12728774d 888d 05 6831d324098f40b4c4097144
0 1 1 51d4 05 3931c6619505a9419e30aa17 d814 07 8d859c1423cc0800219950c2
0 1 1 bd10 05 24ea030ef48d05d32a3c2000 1588 07 07604b0d606808004b053000
0 1 1 eeca 04 58e60006458f90ee4105fd1c b298 06 09740b5de2aa05adc41d0148
0 1 1 db3d 05 1cf82311408e28a410101915 4553 09 0010811c1044068102002088
0 1 1 5a7a 05 21348b6433a4054186082d88 9606 08 1cf0461c724028508980c1c8
0 1 1 8803 05 7626001ce70f74a54d056608 c34a 06 44871214f1229924aec0fa47
0 1 1 3a0a 05 763302a134ca4d30dc0c5094 4552 07 1929c75cb0810040f870b35f
0 1 1 48a4 04 28868fff85b03a138a4cc0ac 26b3 07 6522851d98010400c6340148
0 1 1 a7cf 05 7c7c544ca8de28359520d245 5c1c 05 00b002acc05314f026c2e68b
0 1 1 1ee7 05 254c8641588a2c626200c365 a6de 06 40aa8715310e058947a031f3
0 1 1 155b 05 24754a10360401c247190910 ba47 07 49615710a04e883046042104
0 1 1 1f44 05 0c00862490d15a80d411198b 6b60 07 2c42830811826c98413c2403
0 1 1 6ee3 05 88948c41738b34719500454f e1da 07 30604030420111814179c9c2
0 1 1 4d7d 05 88f4cf15a012345328216347 6c75 07 8254d21010871872cd0ce10a
0 1 1 fa67 05 3892471881e52038284ca3cd f93d 06 2094507a47c1f457815890c1
0 1 1 8a73 05 0460d410d18330e2e91c2607 138a 08 100be40500880931811c13c3
0 1 1 c5b7 05 6840032852a625938d70d252 46da 08 0012800854c81c63b1105043
0 1 1 791e 05 04328a2c515299009478b3c9 4107 08 0c6087402005186209b44405
0 1 1 d058 05 3490440963491918d908a074 4a1d 08 004ec3200072087101104181
0 1 1 4819 05 0481992aab0d28241f152686 76fc 06 5990cb044042d8168305b4c3
0 1 1 9add 05 3d90c32a241d884992688108 1aec 07 4464830c8405087897049447
0 1 1 7570 06 34e1484423033c13d420c805 1894 08 02c08318720208d041104000
0 1 1 a3b2 05 19680e0e25a63102862070c9 070a 07 04408400f1012c612a30a402
0 1 1 c03b 05 4c34da0818471074d3509772 3c84 06 00a24338bd021414041439ce
0 1 1 4c4e 04 5563ba498ac1a10294088d60 3038 07 1689450dd09928504a054017
0 1 1 ceab 05 1222cd2814451868a039b218 c631 06 14b4fa2464a40930419981c2
0 1 1 6c10 06 1423038c211110014304810d 7ed1 08 301043248b031811411c1101
0 1 1 efaa 05 2067016cf6ca2364090cc353 57cc 07 1021d104114f1c218dc0f013
0 1 1 2a30 05 3493476143dd833601a55714 cc92 06 0c424bb4f0872063cc016167
0 1 1 6ed0 05 6e99400c126325150f30b0c3 6502 07 00705602931e24208001d34a
0 1 1 e1e3 05 4c940a00001e0e930914d1c1 a546 07 2010800c608c1ef32004b100
0 1 1 cc5b 04 0a36598f493671e44ed561bc 5f42 08 18108bd830c20460140011c0
0 1 1 13cd 05 1f00864d45da3da39110f44a cf2f 06 704ad044dc9524d80310e0d4
0 1 1 be6f 05 0674971cea0e1c1399186155 88bc 06 d990c646308e0c80c843236c
0 1 1 9ded 05 05134925006048211358101b 1e11 06 bd5441e4d2032161de648bd3
0 1 1 db5c 05 15685710f503a283445ce185 63b2 06 650383c1825d18e2c70031fd
0 1 1 d1da 05 0941c32482ca724294597388 3321 07 2c03592c914a688402b00181
0 1 1 053c 05 28848540d28c643106217894 1cef 06 00222c4c7a0120190852faaa
0 1 1 5007 05 24664228b34c26a01814739d 7396 06 0c91055010994415c90c3984
0 1 1 1646 05 01304905135704906818e387 1207 07 04404260e1c00080590066a1
0 1 1 9fcf 05 3e538b6560c539311c0d989f 2dd5 06 2d32050abfc465a84a686bcc
0 1 1 2c98 04 51d53435e3c5149a8ec92819 efe8 06 082308084f5610519e5020db
0 1 1 5851 05 31834624310b988183897194 dc55 06 3d07280890ca35303005207a
0 1 1 c670 04 9eb30375c0c22b322851611b b348 06 88808110e710442241773041
0 1 1 9b14 05 93679a30a0850c31cd01c391 6584 06 811042804685083b07344041
0 1 1 a000 04 4934a82d206721b3c0a86901 7cbb 06 04d2c24835002c04e20800e0
0 1 1 7cbe 05 42e0411c595060204804bc8f 1275 06 1016cd74950348b8d140b002
0 1 1 779f 05 0453905141462cd547eaa688 30ed 05 986120f3851312abc39947cf
0 1 1 6064 05 45750d24e11a2ca49869e4a6 9bcb 08 347f82082143108002242148
0 1 1 b091 04 53904df3498a7917cd0d5782 2821 0a 0000400810010810800000a3
0 1 1 1aa0 05 10774a7091143ce20a003883 7e2c 07 1480f6e8504d0d14872c3101
0 1 1 7145 04 1033866967b06af0b6a2d5ec 5de1 06 28a04285c768604dfb00a98e
0 1 1 1c0e 05 00a06410108640c208790a8a ef42 06 19d6051224cdd8b24a151054
0 1 1 833e 05 76b04458911e4cd0451cb790 5bbb 06 191a524ca1c121f321609608
0 1 1 c81a 05 1020a64942092da9d239d651 016a 07 182201a2569a005b161ce108
0 1 1 5e7c 05 595c4805a6c23ca509093147 4497 06 2463505034047ca133057125
0 1 1 95d3 05 7142094510cb35b1027e8682 53cb 06 5c83c72e1c8249b22c8e6485
0 1 1 eef2 05 0842ca4505470480de44a84b 522c 07 001106089087508a048c6083
0 1 1 3eeb 05 42059351940010d644a4d2df 17dc 08 0f100c00324118c04d04318f
0 1 1 7531 05 98644d24d40812551c2971a4 df42 06 4840456df58b53928c521040
0 1 1 a611 05 4c59db0970de4de85170e401 4ec0 06 5050c3158340045040b956c2
0 1 1 c54e 05 2844c214f0931c23e84ac347 861a 08 1c3041341cc614a0011c0141
0 1 1 dd2f 05 2982c574278d8e1244125c03 64ea 07 20b1817c310241a6c39c3ec6
0 1 1 6177 04 bd0d8354051219c104093210 22b9 08 1080431c64c808c093885488
0 1 1 f51f 04 615bd1666aafa02aaa96891a 7197 07 04a0965810871c9301087cc1
0 1 1 3b26 05 0603cb18739218464a6d24e0 6f33 06 193a50102403b1a646304582
0 1 1 023b 04 743a5d5a463f7572891485e1 7be0 06 423488b134980a0400087467
0 1 1 388d 05 44d34c10b8880830d1747117 3fe5 07 89b0d148f04e155205225239
0 1 1 b2ab 05 29c4d590149449438408c885 f227 07 2c84c1205086d9958000d883
0 1 1 c167 05 10c0e618a1847073c714c05a 4753 07 05200500638d0b428a0110c3
0 1 1 e293 04 0e21cad9d28e546a2850e443 b570 0a 0c004408106e0020c1000000
0 1 1 1f0c 05 0c1781289308083b0e4184cb cb39 07 187e0909d40e299107246103
0 1 1 bc9f 05 0522982031e620f00360e588 31f0 06 0683b11494dc045605a82406
0 1 1 82d1 05 3cb04055d387581284885002 e0f5 08 1010902400c318a3039c1283
0 1 1 2069 05 5050c34c7a9274c35c54e202 e348 08 0440d0304082841c01080102
0 1 1 0594 04 9181a0388425069b2180e166 02de 07 28a0111150a8342299192212
0 1 1 33b8 04 35391ae027ee18954e2031a2 4226 07 0071c304b0ca1c3a9938c0c8
0 1 1 a05e 04 66615ba064885edcfc714ace 9049 08 0840891442030c50800450a7
0 1 1 bd8f 04 0b04cbac349c86d64d0453a0 a27c 07 3400c23c08a81c20411c40ca
0 1 1 0e45 05 1a55c019218658bb0a56548b 3607 07 04024428127880400338f04d
0 1 1 c5ed 05 80c1d61e73c318538711e110 e544 07 1c41e32850144460c9281082
0 1 1 14bd 05 1d632089b6a45176100d20c6 5021 06 09b66270039600a1b1645282
0 1 1 9242 04 781c0464675f755983518501 e4ef 06 50320e2e42811072459065aa
0 1 1 f8a5 05 80e09b80c81a4cd1c32144db 2a1f 07 10a184482800545d861c7105
0 1 1 e857 05 2454cd4d0ccf6d1294090207 9d83 06 095342749d8504f2c6004241
0 1 1 16f5 04 715e1c66449245922a248ada b9c7 06 b1429430029d98d08a0423d4
0 1 1 8623 05 3d108d104359128080045298 2037 07 09274310164e7544418c3401
0 1 1 eacb 05 3068013c314f6183c42d388a b22f 06 28770b1148418c61cb15d0cc
0 1 1 e957 05 3c139d1c24031825e34dc1c9 4782 07 08c4e200248f083380100288
0 1 1 6e41 05 e9418d0eb90900320228428d cffe 07 0874c30465842d72e1083282
0 1 1 964a 05 4472c895608d00a0806e23ca c705 07 40304513b14610b04104b488
0 1 1 21a1 05 79c2b66283422c12502c85cb af8f 07 29218620522208369f0d11cb
0 1 1 24bc 04 517a032227639a5a0a43886e 2033 07 38e4000c12811c140a082898
0 1 1 f975 05 40264a35010db8d6602221d3 6609 07 24120c0114016442c709c2bb
0 1 1 9634 05 3412d94cc60e3261c82c80a3 4472 07 0930c70812260c658508c5ec
0 1 1 96dc 05 38b04bb0222677c39b14648e 7acb 08 1091c40c1202386006e06084
0 1 1 9163 05 1c3b5958105325151e48625c 45c8 06 25d18d3258520e8581727079
0 1 1 e2ca 05 1ebb8c58508990234c2a2654 1a54 06 1061053018c401619936d712
0 1 1 cd70 05 0486cb19f3c60582ca918240 b7f7 06 05ac5f4c30c106e2931842c7
0 1 1 748f 05 28275558391312600b685286 939a 06 1028db6130a1124f1848460a
0 1 1 4b0c 05 5c72c32594880e012524d40c ff17 06 0457d908825d14b4cc1184ea
0 1 1 d2c8 05 0c26193d44602822120557c3 0de5 06 3610a79457c410225f3600c7
0 1 1 e876 05 5da7201d22096c6629a88a8c a900 08 0c82060c491214e14900a500
0 1 1 4c26 05 37a24a2c799b89c10c35d764 ea0c 05 dd30490482960c638d3c7cb1
0 1 1 8771 05 08e20769c86134110a799c0b 6654 06 98c60ee9b4d29524de842501
0 1 1 3f43 04 b4136061f25309c230469d17 830e 07 18170848123609318d798280
0 1 1 65a8 05 24d6593d06442883ce506a9d 07d1 07 1510ece093012812011973c7
0 1 1 30c4 05 77631a5503915426001641c7 1e4b 06 0c60414c9342f541c73c95c3
0 1 1 a56a 05 4a44562cd55c1d0145347882 c9b4 06 112001ac261325b45905134c
0 1 1 bd65 05 1084141071e244924902e182 b227 07 04104100208a1c0142a46142
0 1 1 6faf 05 4c87a620254d14855f44510d 8f25 06 1d534e0490dd6090633c11c5
0 1 1 45f8 05 7086540875474d39c425a393 96bc 07 14110a00690914618e3540d2
0 1 1 cf62 04 e79d8430c41b104f8e81d214 27e6 05 6343a90522d762c1d69a94cc
0 1 1 f9bb 05 08d09b1105462de10c5f849c 64d1 09 0410400c11400e0001000042
0 1 1 9e71 04 401b09a4b718c6b7534011a5 1a3b 06 72294450b14814a04b24558c
0 1 1 1aed 04 91214446a04c61559f2c7a7d 4e30 07 04200614c34008294500105d
0 1 1 d4df 05 2af34e4967cc22684c84c44a 8138 06 98942280e19d6d50f014600a
0 1 1 c038 04 0ce41f10a667a02b6c54cf10 76ef 06 0b374700deab6d6b085d2062
0 1 1 c378 05 04118f34a3756cc04a16da05 0654 08 1e00c10020c105238208c000
0 1 1 7e15 05 09840125054c2964a420810a 6025 06 50528c47c70a2650ce74105f
0 1 1 f33a 04 e8f88966d0a55b50921a6c0d 16ba 06 a210e404c4db58b1852750cf
0 1 1 cad5 05 78540d1c38b0091158681185 0d52 07 0904801860070c102900316a
0 1 1 7b11 05 04144d28242b61f0431873d5 1356 07 1d2b4d00516b00c0c4241304
0 1 1 70bf 05 50e9444c70801521703d67cc 26ba 07 30410d0c30ca2018851c20c3
0 1 1 d82e 05 10680e0e35910d004818f50e 424c 06 6e204000a222d583c738fc1f
0 1 1 005a 05 6e3080a1015c49130e88c507 f509 07 34a10b0c19c3542884096143
0 1 1 8739 05 14d88621708e28b2480d68cc 0270 07 0040053492c1384146069042
0 1 1 c382 05 1201072c41d888014335e106 2165 07 05234d21209744385800f00b
0 1 1 78cd 05 7410d968a4140e87da467003 b193 09 100088080004180081843046
0 1 1 6dbd 05 13434915538b2921054556c3 f71c 07 0b71840070b40cb0191994c2
0 1 1 e7b6 05 0976cd6822c11e448a3c1293 eb66 06 0c10ab2931104c9ae3783308
0 1 1 442f 05 24204592300c04678659005f 78d4 07 1c984c4202c059d04508e340
0 1 1 d9ee 05 29b78b10744a19e413350c89 02ec 07 11a00e0091421012c2095845
0 1 1 2c1e 05 4e72477c236614b0411d39ce 4adc 07 30320918ba0334645625c580
0 1 1 84f2 05 15b6991468079880a1202124 5d44 06 0cd65a0460a40842e964665d
0 1 1 5cd2 04 2d3782a754a97eca833a0347 0d92 07 04700c4c500710501b281a1e
0 1 1 46ef 05 2c708a98d6005c740a607301 4ca0 07 1c548214d1e32864886230c6
0 1 1 874b 05 2013420ac94d2862983491d7 bec9 07 0681817c3108181106083218
0 1 1 d409 05 29b28928c4af894b082e878f 2c9e 07 2a30c828200d1403521a34c2
0 1 1 27da 05 5825461880c5604297210223 77c8 06 0021bd78894c34290c3b3002
0 1 1 9412 04 7e931198641b21ec67a0c6c1 3063 06 04546021813121d11fa2d1cc
0 1 1 02f1 05 42a7c11db68d32251d5083d2 a282 06 38e19950ab0e5780917cb314
0 1 1 8b15 05 44dc4c0814ca7da4e1392086 bd2b 06 15635870488b0c2706bc37db
0 1 1 92da 05 80e3922da88c5c699360854e 4628 07 d0b062068681017103140085
0 1 1 60db 05 0460c84de2892cb89914634f 2769 06 0cf440087294a458c0c41181
0 1 1 214d 05 7c680909931756d3100db589 9518 07 2c038658130add5006180008
0 1 1 9c88 05 5081cf08b04512401e14d495 477c 07 0040400e00ca1d41061c8805
0 1 1 940a 04 75ee02582180281263fcf493 1a38 06 504b87101a834035953e44a8
0 1 1 032b 05 2984844405811c855240d893 222d 06 ce11c00100485c02184025cf
0 1 1 dbbd 04 5a80ec88568d76846828d3c4 c459 08 04404004432a183045342044
0 1 1 da6c 05 220107201261046690615052 5858 07 0033411d6a8624a44240a25c
0 1 1 8f8b 05 041ac571a2d60448c941115e 010c 08 0031c00c618800a002108072
0 1 1 7744 04 83fba914de9d9efe02f1caf0 953a 06 e5210224d7c38102c2081043
0 1 1 ca10 05 5c97844051ca686f22a80419 8058 07 1892c93400d61c100a0620d3
0 1 1 9d05 04 54ba8671514d94a87f435a85 4c07 06 0c838c28520a6c0080ad2cc4
0 1 1 04f9 05 85065b0b5302a0b34d1c3a01 2ac0 07 0813d41314020c60051032c2
0 1 1 595a 05 1811e125822a18c44810d2c9 8505 06 1c000904c51e0d90eb2c6045
0 1 1 21a2 05 a16361672181404343483944 1fe0 06 112283058130554051307224
0 1 1 0874 04 16da1920ddc36c10c60605d3 0788 05 3ddc561581749870d60400f3
0 1 1 4f64 05 1039c21082493d804420e08b 4636 06 4d030104841b1c0cc409311c
0 1 1 806a 05 71b70e29908c30285cab00c8 a4ec 06 a4e6590c10b0381f401851c7
0 1 1 24c9 05 5424ae45578d6d70c734f30d 8776 07 d4200914d64e0031510422c0
0 1 1 f79e 05 1131c212f34b387011218315 d90b 06 b015dd24a6085443c9c809c6
0 1 1 e872 04 6696de292a189c4ac3e8876d 8b96 07 34a312197406b0835408151b
0 1 1 f892 05 21879608508b34b16518204f 09a8 06 0a3251084381183140338434
0 1 1 846f 05 04b42d2ce54b59d2533220d1 d52e 07 2412026c33012419dc18c2c6
0 1 1 6030 05 0446521875592880c22c942a f619 06 0501c66a50c840b1ce316879
0 1 1 d7a1 05 04149d103886092312b218dd a74e 07 3031cd101085b0400028f0d3
0 1 1 655b 05 0941040882663937012a5317 4952 07 08110b28020f303a5a4c0581
0 1 1 d7ab 05 4cc92850f7681a21171c3648 1c36 08 1420041042415e33c6582202
0 1 1 b7ac 05 a102010857a33051cb6415d4 168f 07 265001299140c850575052e7
0 1 1 680d 05 19a18714438754e3456db26a 1acb 07 4f321328d20f20144e24348d
0 1 1 5328 04 93e114b4a779360534404818 438c 06 8d2fae0140c8dc719d084a43
0 1 1 b95c 05 1805d83d098e74e3901dd446 8518 07 a416050c13421061c8425039
0 1 1 f576 05 085c10112505a5a0c17813e4 abc9 06 fece424062ab3072d518004f
0 1 1 84ef 04 32881b13019585b50519426e 5a38 07 2434cd38138608b0c2805141
0 1 1 6a57 05 1db61a5404839da20f647045 ec22 07 28208f0d7248081144a06094
0 1 1 9151 05 4d70d00c789020890f08c6dd 0627 07 1401ca10a2a315e08d042182
0 1 1 129c 05 2c874150b45a2470475990e6 cfa2 07 54c1443c70c20d90c094108c
0 1 1 b893 05 2951c25d33c38c140c481396 f5aa 06 85c2c68c10568482c531e4c6
0 1 1 0012 05 6c948618a20b0231c714a28e 58a3 07 3023c129a103406125243063
0 1 1 60e6 04 54a70410f724c31886cc38e2 092a 06 48ff843454450542998935c0
0 1 1 5389 05 0425e02d33066cd0827d2297 c6ee 06 c5104832344052a2e797e383
0 1 1 4df1 05 10c28e1160978144583501d0 27f1 06 d86ba4b9f0546d4082cc2be9
0 1 1 e60a 05 20f0423826834554cc3e4054 95d6 07 3810d72d30420c1483184f20
0 1 1 6351 05 0947c21882907d284c7482c1 0a54 08 0430c20c40490c1101904185
0 1 1 6653 06 1c81d38062450d13433450c2 71cb 06 0162011043701d5780800049
0 1 1 9c13 05 2cd59e69522530d00d08d605 81c0 06 a993c0001005b821297c980d
0 1 1 f0db 04 ddf397b91ac648b526888e76 c4be 07 7502814865486802889c70c1
0 1 1 83f7 04 1947d57e2213a452b804b622 7081 06 00804c78475928a005a10102
0 1 1 7989 05 20315034c2491e50c748674b 4980 07 343062181b033013062800c8
0 1 1 9f17 04 3bab584ac9f98cb02ee9d748 8464 07 3643874410031021940103d2
0 1 1 89b2 05 10524650145a09604e95b516 83ba 06 cb9429cf571244936e80a686
0 1 1 f3f5 04 3819267a48afd9e41edc45da aa9a 06 2c0105087389b031eb379c0f
0 1 1 b96b 05 2c650a74f0c38c9507189546 2502 07 94108004910530a057082cd2
0 1 1 07e0 05 1cd9503921d441630e6a2406 d260 07 6951093360a808b0c90409df
0 1 1 0aa0 05 4cf5810ce110304514a1b0c4 2cde 06 21e18031e1c053254a2430c0
0 1 1 aea0 04 8731f358bf8d4ce116884edb 8b4e 07 2a1106a5c2df0017960c5153
0 1 1 773b 05 2229d009411280d442217087 417b 06 80a013055aef9091080c150b
0 1 1 ab1b 04 e9249cf0f04a5f77ab4f1648 a2c8 07 08210a0832c42051829473c3
0 1 1 b247 05 3610d21cd0ee0814064453d8 9bf4 07 80e29224946c08104269b000
0 1 1 64c8 05 51254d99286a6d14033643ce 68e5 08 0020800827000c708b9010d0
0 1 1 0d4a 05 84e9113822850190ca2c4487 1210 07 1424c11c637b0840b0006215
0 1 1 4060 05 4f808430020f0977c34cb184 41a8 09 001001001103048047943181
0 1 1 2259 05 65f50204482244d6141497cc e5b1 07 0c61471011d2a8c1a10c51c8
0 1 1 0d66 04 424b86c9c5a98820b67ea8a7 f1af 07 1cd20a1091093d65c52055a1
0 1 1 840e 05 61a3633c20c958d3494203d8 595b 07 44128820824220e19219a166
0 1 1 7f76 04 6451ed28e82cb92194086da4 0bde 06 f4c46c0411dc08a287a0e246
0 1 1 6807 04 9940887127d96a46e8e02589 b6d9 06 5a06a55d91849520c58d02d2
0 1 1 0181 05 5c840508a34448008d208474 739f 06 3d70db0400572c000234e8c6
0 1 1 9fd7 05 a9118914e3451932cf39780f 643a 07 1cd1c020c9dc01d34d2a8905
0 1 1 894f 05 64c0815d20810c334842e054 d3ed 06 1bb5410c0a0c2a4241096d34
0 1 1 833f 04 10779a5857074995efc9437f 804b 09 04008d084247002e40081042
0 1 1 5d26 04 04ccc825e348f813260acd8f f65a 07 4d00525580472e300804236a
0 1 1 1a23 05 0a66d315940e1c404578d8d9 7020 07 3cf1c3d00000153080481340
0 1 1 151c 04 34f3cc4e055648671a4f1a83 2243 06 3b63052ca550b88300180ad6
0 1 1 8cc1 05 5031a80413cd30b586116510 ea47 07 2c134b4430c218e02c4c144b
0 1 1 b2f4 05 2091d1256d9a2c170809208a 1afe 06 1b221435794ba8d51a80e050
0 1 1 e90b 05 0460543953822148cd0880dc 1f02 06 21b3015894c2255382855183
0 1 1 850b 05 290409555184c4279014c604 7ab6 06 1bd04d60894aafa3144384c8
0 1 1 d985 05 5430e42e590a08908e0c65c9 7e3c 07 04120f88270030020f110153
0 1 1 1458 05 440690102321229714210482 f689 07 0c204291f091500143400002
0 1 1 f790 05 2043590d878a281707257a07 7d9f 07 ac8d147017c808878260d189
