1 1 0 19f3 05 6087488454199b7cc854 0000 0f 00000000000000000000
0 1 1 ca4d 06 906646c0870b0621acc5 f43c 07 fae4d132e0d0a4609240
0 1 1 9495 05 4c7074b1a3ba3e87f18e 6b4b 08 01c232a86100b0518ca1
0 1 1 8ab6 06 7d42811c4434604088e2 f490 08 214a1110618886931001
0 1 1 37a5 05 8fecf67af010c23b4d19 6334 08 910e0004a9328b371ca0
0 1 1 07df 05 6dcccfb65a7380832c72 8d0f 07 1b5e4098a1a80b6088a3
0 1 1 08f3 06 31002198037d94a284c5 08d0 08 480c0108657082603c90
0 1 1 9cb4 06 3c883091a858a480c4c4 a642 08 59a83685e909c2039c27
0 1 1 6c59 06 34e8050c452860a3b043 605a 08 a04e008922340cb324e7
0 1 1 281f 05 69c752088d1613ddaf8d 484a 08 58850109830a81008446
0 1 1 c3b3 06 52620104cf2bc67438a8 ef2a 07 b992f71d47094c920586
0 1 1 6496 06 53907128e0294e1088d2 b1fc 08 48046609a93052908b61
0 1 1 e156 06 89dc819c425104c031ce 8610 08 08c24089481a8c988041
0 1 1 3d5b 06 4a84918ea310c36298f4 1424 07 480a9cc5f39084420c23
0 1 1 6940 06 5c04909c88204410a94b 3381 08 541650042110c0120041
0 1 1 ba42 05 aa4ab5092dd9d2b3d5f7 89b6 07 82243714076c54950883
0 1 1 7f6b 05 a1a03505276ed803c4ce 6d60 07 0f0487242c0ddab16c62
0 1 1 3f02 06 19188618a1c8d8278c85 1cb5 07 28162ea424d94d600481
0 1 1 972a 05 632b410953fad0f96248 e201 08 0b052028c93908010404
0 1 1 6326 06 c41cd408886858518ce9 fca1 08 0d0a118c47088c220824
0 1 1 9b2f 05 249bd470bb67590c2688 4858 07 711a0508323ed411100b
0 1 1 78e9 06 608c3399b528ca3298ad aec9 07 1394c29428190cc28012
0 1 1 44e7 06 8ad2b10a2359cae808aa b500 07 18d091c5df985758d8a1
0 1 1 3ab2 06 232254996d214c220120 4fa4 07 4f45f0949631c424c4c9
0 1 1 b3a5 06 0a0c5a18e56904629d05 a531 07 7b5024424b09ef26b048
0 1 1 0e0d 06 090f031d0c490822bd09 02f4 0a 10000200430cc4108c02
0 1 1 12ca 06 1c8643248752da310046 eca7 08 28e4118d60088202dcc4
0 1 1 d170 05 59e58002c7e4d1a489a2 878c 07 21986488aac00314a508
0 1 1 4648 06 395674c8280a5c430260 51b1 07 2d5dc125c7108e40e0b1
0 1 1 a42f 06 2d44e51526100c77a9e9 a8e8 07 1a82fa84a0514203bc02
0 1 1 8f57 06 495c0185a432a83448e9 e8f4 08 28e82280671903323042
0 1 1 2e35 05 fd09011f1b4ac6ba38cd 1230 08 a882708840080a308000
0 1 1 80c3 06 11561a118218c0b581e1 cc7f 07 35404106a0420e613421
0 1 1 0176 06 5adc019e643be682a88c 9098 07 20837611842082108061
0 1 1 c03f 06 21c25234e01148917d45 1077 09 0000119c40204c400ba2
0 1 1 8508 06 2154a2a1081910841452 8f84 07 24b001a425305447b802
0 1 1 0a4f 06 5156221e861a181208c4 12d6 08 08c7178d820c91f01600
0 1 1 129e 06 0100b3810d6c4e614903 b860 08 20882198002048007829
0 1 1 4aad 05 b32b1e168f9a97729509 09c0 08 500a108481284631a9bd
0 1 1 03c8 06 085685b9c8534114b902 a2b6 08 180a028d41a82820ac81
0 1 1 648b 05 221cc4928011e6e80db9 8a41 0a 91401080200044009021
0 1 1 9e02 06 4b84910840502a5290c2 802e 09 408002886530ae308420
0 1 1 9392 06 4b80220c835ac6a54cea 0268 0a 08c20000810866110020
0 1 1 9303 05 888e2075cf3a7e599e58 bfe0 07 1a8bf3139538428105e3
0 1 1 a0ae 05 929aa4d4a24829b0a5a6 1bab 09 00801100620802190484
0 1 1 ec30 06 605625aca4bb45428dc6 8c84 06 6904e106825a08002041
0 1 1 51d4 06 3a86363142aa86f3168b d834 08 82d4d1852508030a2421
0 1 1 bd10 06 21e820dd2603cd540400 1508 08 0e8040a434000270a400
0 1 1 e6ca 05 59d800496791f800bf4e 3218 07 0392664cb6133c612064
0 1 1 db3d 06 1a21212827295081064a 0553 0a 00020184020504100424
0 1 1 5a7a 06 22526684f20a86308764 9606 09 22022190802082589464
0 1 1 8803 06 7458021dc7795470ad84 c34a 07 411c82207399cd5e2262
0 1 1 3a0a 06 744c1a29254a42e1082a 4552 08 12664518210043d618d1
0 1 1 48a4 05 291a8ff1783c0e551836 2631 07 cc5652e7c0000a968026
0 1 1 a7cf 06 8132a5162f2856a21883 7c1c 06 00c41da46908c11b7167
0 1 1 1ee7 06 2ab2342a2528cb1018f2 b65e 07 492421346602283b087f
0 1 1 155b 06 2114510582038841a248 b847 08 52c4b114279082400821
0 1 1 1f44 06 10023294295d02a12665 7360 07 491a108502b1fa1889c3
0 1 1 6ee3 06 89526430e53906a00968 e0ca 08 30c2030c80130406ba82
0 1 1 4d7d 06 89d481b409388d422ce3 6c75 08 7c9480882218cc60a045
0 1 1 fa67 06 390831909320a14514e7 f82c 08 084a43a8e0884e028800
0 1 1 0a73 06 00c4a11c6231cb420583 138a 09 182f20a4240a46118102
0 1 1 c5b7 06 6880228cb3234e671c89 46da 09 004c010924190f810821
0 1 1 791e 06 008a5288699a02a79904 4107 09 10c234000418c65b8522
0 1 1 d058 06 310020ace41a64d0941a 480c 09 00bc21801908c4010860
0 1 1 4819 06 0106c2d6c62850f125a3 74bc 07 5bc4628802d81c1134c1
0 1 1 9add 06 3b4422c50f88a6969044 1aec 08 40921090e108e2b09123
0 1 1 7530 07 31c44484c1380ea21a03 1814 09 0702210c800182108800
0 1 1 a3b2 06 1ae0714573320a321024 070a 08 08842018412883331122
0 1 1 c03b 06 4892d086241112a515d9 3c84 07 0184229b81180e1106e6
0 1 1 4c4e 05 52cfd4b2c1a20aa09350 3030 08 1d22113c0c28c250240b
0 1 1 caab 06 144a62812318e303b88c c620 07 1151f3151112c409b440
0 1 1 6c10 07 104c2904481006209046 3ec1 09 30021192c11846018041
0 1 1 efaa 06 20dc0721c526d04118ca 5fcc 08 008480844818467e1c0b
0 1 1 2a30 06 390c46290f86581a2dca cc92 07 08868b24a428cc91ac71
0 1 1 6ad0 06 6d240080b22214731442 4502 08 0900c048ae2042003946
0 1 1 e1e3 06 495050000f0d0c511c61 a546 08 18040084241dcae01420
0 1 1 cc5b 05 0c98d96a5b73d07d2c7e 5f43 09 10425d842108c0a00061
0 1 1 13cd 06 1e0234a98d434e811d05 cf2f 07 68a8b316c9121e209c2a
0 1 1 be6f 06 0d12b21e87204ec18c6b 88bc 07 c384244c2911064560f9
0 1 1 1ded 06 020e52a0104844a5840d 1e11 07 aa901728a21b08d5132a
0 1 1 db5c 06 1ae2b12141a50c259c62 63ba 07 6a502bb4cf198a30883c
0 1 1 d1da 06 0a881210a5748aa5ace4 3321 08 300eb4146560d41a0041
0 1 1 053c 06 29122418a6688432322a 5caf 08 0102a20500181033cd6b
0 1 1 5007 06 20da1294e62d40c10cef 7396 07 19462504cd4850810a63
0 1 1 1646 06 02825020cc0941419ce3 1207 07 00c21bb8e00a41a0139f
0 1 1 9fcf 06 448e66ac233a84e13630 2dd5 07 424650c7e36218881b44
0 1 1 2c98 05 5395a3bce2112a7ca60d 27e8 08 0084200a050842728825
0 1 1 5851 06 330e328845990628b06a d457 07 325f400c433a41502c3d
0 1 1 c670 05 9d8c2738212e49452c4d b34a 07 a0c22121e9504a16e021
0 1 1 9b14 06 96ded3142308487038e8 6180 07 82020781c108aa130041
0 1 1 a000 05 4a9343241423500a8e40 fcb3 07 09501405012811000053
0 1 1 4cbe 06 45c0020e686042409b27 1275 07 185c9791026266631c01
0 1 1 779f 06 08ce85286331d63ed5a4 30ed 06 99071fd90b1c721c998b
0 1 1 6064 06 4314621c4d3152c6bd33 93cb 09 30fa2004411100128443
0 1 1 9091 05 57007f6a657a606129e1 2821 0b 00020080000042000030
0 1 1 1aa0 06 111e57104a39c8500622 7c28 08 18c59e88071a52330040
0 1 1 7145 05 108e36adf86e03ba5996 4de1 07 214018b1dc88f7f01a45
0 1 1 1c0e 06 0143210423418847a2a5 ef42 07 23d6224585d1ca7228a9
0 1 1 831e 06 7d4225944f51803219e8 5abb 07 1a24851c200bc9059203
0 1 1 c81a 06 104334a8852b6693bd89 016a 08 184a1a55b000f0b19823
0 1 1 5e7c 06 5ab240b5c1415450a444 4097 07 28d0a484e28101702c4f
0 1 1 95d3 06 728844242633441851a1 13cb 07 585043eb62530777cce2
0 1 1 ee72 06 088a5421630102f41605 d02c 08 08445108045126281001
0 1 1 3eeb 06 441695350011982a98cf 16dc 09 0dc05008801142708867
0 1 1 7531 06 98d07219041494e2b072 df42 07 50c238bd65558853c421
0 1 1 a610 06 50a8e0ac2f4be0871d00 46c0 07 61043038c108820a35c1
0 1 1 c54e 06 289411202a205144d8e3 822a 09 18820383631142020080
0 1 1 dd2f 06 2b0a3705e69408214f02 64ea 08 22060784413b5c2a8783
0 1 1 6177 05 ba361501491b8420a888 02b9 09 1100120d4309c2980944
0 1 1 f51f 05 62f0964eb8a06b59d24d 5196 08 1142b6002418c8108f60
0 1 1 3b26 06 040e518ce9189856a550 6f33 07 22648184c2b316330da1
0 1 1 023b 05 78aae5c99f7aca419170 7b60 07 4b4a59b14e0410110932
0 1 1 388d 06 498e611a24088297904c 3de5 08 73428220071306324477
0 1 1 b2ab 06 2b92b9052a4a8e209a23 e227 08 28d6020863d358001e01
0 1 1 c167 06 1183319462710e31182d 4751 08 0240300ce60ecc502401
0 1 1 e293 05 14465dbca750e9451d02 9160 0b 08002080370042000000
0 1 1 1f0c 06 081e1294c4086c743146 cb39 08 093a413ce52342420c22
0 1 1 3c9f 06 024ac204732200161d64 3170 07 0d97c1a13200d4198905
0 1 1 8291 06 3980053ce3580a288801 a0f1 09 1002720021210a2880a1
0 1 1 2069 06 5082150ea9718ce51c81 6300 09 0082930c21782e100441
0 1 1 0514 05 9307039112052d081c73 02de 08 214061a8333048c1248a
0 1 1 33b8 05 32a4de05f71954720871 4226 08 00c610182618aec31824
0 1 1 a05e 05 64c4da0d2465b5e72ac7 9049 09 08c24188610882008c53
0 1 1 bd8f 05 0e126b092e8598608cf0 863c 08 3000148a332002218844
0 1 1 0e45 06 1cd601a463596c554926 3605 08 00063284b97080139c25
0 1 1 c5ed 06 8188b1d0e1188e313c48 e544 07 210de71410894a948481
0 1 1 14bd 06 22cd08b5b252d8812443 5021 07 22952800ce01cb7704e2
0 1 1 9242 05 7870260dd072e6153141 e4ef 07 508662c88019543908f2
0 1 1 f8a5 06 81c2d81a0d51c622294e 2a1d 08 110424860150b6321402
0 1 1 e857 06 20d474a3486a4aa0a083 8d82 07 1310171b64294e2008e0
0 1 1 16f5 05 72f8e6492943495212cd bdcf 07 c28e7284ad9984608509
0 1 1 8623 06 3a027108ec15020008ac 2027 08 0a1e1181877252088541
0 1 1 eacb 06 30e0040467630e232a25 a22f 07 20e011b1e2804460b0a6
0 1 1 a957 06 400ef20502185714b865 4786 07 1ae1f0124e115c3204e7
0 1 1 6e41 06 ea8660da4500481288a6 cffe 08 1092108d822a8d108861
0 1 1 964a 06 410a492c2601420744e5 c705 08 30823170420940109902
0 1 1 21a1 06 7b8bb650c13048829165 af8f 08 2286330cb50896e0a0a6
0 1 1 24bc 05 53281245f29ca8547217 2033 08 418c008481201061826c
0 1 1 f975 06 405a53a046b999024469 6601 08 2848701ce158ca203cbc
0 1 1 9634 06 304cc5198734c6429032 4072 08 028230809408da309976
0 1 1 96dc 06 39405b0493778ee18d27 7acb 09 110610808138c03d0c22
0 1 1 9163 06 186cc580092214f48cae 45c8 07 1b4862d9ca14d419c81f
0 1 1 e2ca 06 25ae658c25904c62c58a 1e54 07 110253060101c6c3e209
0 1 1 4d70 06 011a61c103030a5930a0 b6f7 07 0b7125842125ce918885
0 1 1 748f 06 285ea58a4914c05688a3 939a 07 2020e5a4300c7cc48d06
0 1 1 4b0c 06 610a12b1240c05221d06 ff97 07 1164c1146f09d0512d77
0 1 1 d2c0 06 1058d3a9302848902de2 0d65 07 4b81180de30047033422
0 1 1 e876 06 635d01a48570d94a92a6 a900 09 0908308a4819c4501140
0 1 1 4c26 06 3748528e6e8b84633dd2 c288 07 9980108463084e72894e
0 1 1 8731 06 09c846ba30380457b706 6654 07 914c584528ba93088541
0 1 1 3f43 05 b00f0640aa0b8984d34b 830e 08 181a2508d90a446930a0
0 1 1 65a8 06 2198d3a1822910750eaf 07c1 08 22036d14c128481234c3
0 1 1 30c4 06 76ccd520e85058014884 2e4b 07 09021510e1f2822301e2
0 1 1 a56a 06 4c90b31d6e2206238e21 cfb4 07 09c22b042b2352e0a0c7
0 1 1 bd65 06 1110a110914908405c61 1227 08 00001000261804190841
0 1 1 6faf 06 511f3205471117048c46 8f25 07 2284808c4f78c32404c1
0 1 1 45f8 06 711aa08d64526822b4ea d6bc 08 10864012040946622c49
0 1 1 cf62 05 e77623190e10be783c8a 27e6 06 7f9110a0ab4d48b949a2
0 1 1 f9bb 06 09c2e121432bc465f12e 65d1 0a 08420104610c80100001
0 1 1 9e71 05 402c4a19ccc59e940072 1a3b 07 73e62520430182721167
0 1 1 18ed 05 924624540662d702929e 4e38 07 104042ad61003e50845c
0 1 1 d4df 06 2dcc74ade624e0681925 8138 07 9152d6a46e7345a19005
0 1 1 c038 05 09d1011594a06d651bc8 76ed 07 065c4023b5632e541c0e
0 1 1 c378 06 08468314fb7182515a82 0654 09 1c020004400a0e109800
0 1 1 6e15 06 0b1002a1662ad3221045 6027 07 40cc856e262c86778c30
0 1 1 f33a 05 ea224658335e8291cf07 16aa 07 9c8510910f414443f046
0 1 1 cad5 06 7890618a380a04c68462 8d52 08 0a140084041081300855
0 1 1 3b11 06 081072851663c2218d0b 1356 08 21a850087601842204c1
0 1 1 70bf 06 51e6250c201a45842e06 26ba 08 20c23084251864210442
0 1 1 d82e 06 10e070c969120241a147 424c 07 8482001849e34e239e8a
0 1 1 005a 06 74820a204e4a0c789943 f501 08 31026086625860202c21
0 1 1 8739 06 19a2323027298840ae26 2270 08 00822394814082105022
0 1 1 c382 06 140433088c880613bc43 2165 07 0c8ec43c58793d80300c
0 1 1 78cd 06 7044c6950a0d20d4d001 b181 0a 10023080021802080803
0 1 1 6dbd 06 168c4128e62a442429c2 f71c 08 0e86200c571140c22922
0 1 1 e7b2 06 0b1a6684c124925380a9 2b66 07 080343a4875168f588c5
0 1 1 442f 06 204229480600de35a030 78d4 07 2a3eb86581bfc4512d41
0 1 1 d9ee 06 2b9e510d051bd0a3a324 02a4 07 3701201ce1301610dfe6
0 1 1 2c1e 06 4d0a3784f31982122a87 4adc 08 28463116a13850b3bd20
0 1 1 84f2 06 135ac18e049903020452 5544 07 129d00082e0089570550
0 1 1 5cd2 05 325e1a693485aa13c0c3 0d92 08 08c0548c051080d1866e
0 1 1 46ef 06 2902599d8060d0560cc1 4ca0 08 10ce1118b218d4464803
0 1 1 874b 06 204e10da4628cac3948b 2e89 08 0586070843280430888e
0 1 1 d409 06 2b4a4299378aac42d1e7 2c9e 08 2402328426080ca14922
0 1 1 27da 06 5856319042608ab22091 77c8 07 0047d79645286c92f022
0 1 1 9412 05 7d0c998d0e23f34a19a0 3063 07 0954e12c792ac4e8d865
0 1 1 02f1 06 455e0239a63454f510e9 2282 07 0a09079a473e42879ca9
0 1 1 8b15 06 41f06085457b5503a423 bd2b 07 12ced9062510dc5c862e
0 1 1 92da 06 81ce92b62658e6961167 4628 08 d1832049a003c6210022
0 1 1 60db 06 08c2453ca53162c10cc7 2768 07 094e0118a9c1a40c0460
0 1 1 214d 06 80e040b0cc558c813565 d118 08 304c3500a6ba40318023
0 1 1 9c88 06 51088094021480f11d2a 477c 07 190241f444350a529fc4
0 1 1 940a 05 7bf815846028492f9d2a 0a38 07 592c2186c0399643c915
0 1 1 022b 06 2b122481602114941a2a 2069 07 eb86001c038046e401a9
0 1 1 dbbd 05 5d056889a67d11429d02 4459 09 00800008d61882230402
0 1 1 da6c 06 240442049008da862829 5858 08 00501126a2318e13988e
0 1 1 0f0b 06 002a2734ab00a444206f 010c 09 00860110640140119037
0 1 1 7744 05 87ef519faea5f81f3ad8 953a 07 ea423299a58a4e110422
0 1 1 ca10 06 595e240c6568fd1a810d 8050 08 118c43006c1840404428
0 1 1 9d05 05 59aa3728679161f46aa2 4c17 07 094e220465b0061b26c1
0 1 1 04f9 06 8a18d0e8c1a14c718a81 2ac0 08 000ca0cd0110c02104c0
0 1 1 195a 06 18071230951990411ca5 8505 07 104060158d0ac5538802
0 1 1 20a2 06 a2cf066460408c148642 07e0 07 228810d8355182831092
0 1 1 0834 05 15a8d21f81680430c189 0788 06 2430931c3789c2522037
0 1 1 4f44 06 10661110854300221c25 563e 07 5a10200d4d0838409c4f
0 1 1 806a 06 735c72b0263062eae024 a0ac 08 510e71042b1824010441
0 1 1 24c9 06 585374a9e77304331cc7 8776 08 a0407119480084900480
0 1 1 f79e 06 12881160e638c08230ca d90f 07 c858e31605600e6b0643
0 1 1 e872 05 651cf2a68ca0ac2e91d6 8b92 08 390e71ad03b150b0814e
0 1 1 f892 06 231eb088253987318428 09a8 07 0c469088c1204202e89e
0 1 1 846f 06 0951729d655bcaa34449 d52e 08 28461504a13028e194c4
0 1 1 6030 06 089a918d6c2904131115 f619 07 08c646c041504673adfb
0 1 1 d7a1 06 0852e106230a4c9b422e a64e 08 2084608420a880029c27
0 1 1 654b 06 0a842090933a9c02c8cc 0952 08 08065200882868d40121
0 1 1 d7ab 06 51a54521f41c44b185a4 1c36 09 18402104805c10368461
0 1 1 b7ac 06 a2081089f1308666058a 068f 08 2d02132c80c0c0b60cd3
0 1 1 680d 06 1b464188e351cc2738b5 1acb 08 56489294681056429128
0 1 1 5328 05 97c4ab95dc3415a40a0c 438c 07 723b609c43e0c7118ec0
0 1 1 b95c 06 1818c4226779ce81bd23 8518 08 98542104c108ca34481b
0 1 1 f576 06 08f0812542a3441784f2 b9c1 07 ecf813983818c870000a
0 1 1 84ef 05 3520d1606a839421a897 5e38 08 28525304e409c21b0c60
0 1 1 6a57 06 2358d581219b48761023 ec22 08 284460b06408022a8c29
0 1 1 9151 06 52c4810e2821248099ce 0627 08 18084120b31342508481
0 1 1 029c 06 311e05190d210035b033 cf82 08 6184130c220bc0088024
0 1 1 b893 06 2a861624e290106484eb f3aa 07 7c4c3a002b911012b503
0 1 1 0012 06 715231948504884114a7 48a1 08 285002304140c7230433
0 1 1 60e6 05 595c2121d2c6223d0a51 092a 07 497c140c830ac6d62541
0 1 1 5389 06 005902a4c3718217a4ac c6ee 07 cac440c5204dcd297102
0 1 1 4df1 06 118a712c2c8292c3a068 67c1 08 c856949c253940060189
0 1 1 e60a 06 21c21385a242d463c82a 9596 08 4002c2a4012012218bd1
0 1 1 6351 06 0aa01190a87a606710c1 0a54 08 00c421904808461f98a5
0 1 1 6653 07 1906a80c820a0e238c21 71df 07 02c6110937231a188424
0 1 1 9c13 06 3196f6ac9231c0709d83 93c0 07 b312108423c087578dc7
0 1 1 f0db 05 dc0ecba2c3499538939b c4fe 08 798e148d44604a498c61
0 1 1 83f7 05 1a9eb8448aa8cbc01991 5081 07 0180478e0c3100191841
0 1 1 7989 06 20468398852482448de6 4980 08 38431202c2284c420044
0 1 1 9f17 05 3f6cc4da7c89417eb9c4 8064 08 55903380021046c018e7
0 1 1 89b2 06 10ca35050d0ac279394b 83ba 07 e64f3a62684153689983
0 1 1 f3f5 05 386537ca37dbd0fd898d aa9a 07 300831110798493272aa
0 1 1 b96b 06 30d45720419154419563 2502 08 9042008c433900b08749
0 1 1 07e0 06 19a683a46a42cc76c503 d060 08 5ac44370121144400290
0 1 1 0aa0 06 5216109c483094aa3822 3cca 07 1c062240404ed4020041
0 1 1 aea0 05 8e89a597e649c4b88bcd 8b0e 08 24421a34ae001ca08c4a
0 1 1 773b 06 246880a8498192123023 417b 07 8900702eb88884608146
0 1 1 ab1b 05 ea52ef1c255f1f556184 a2c8 08 104431088120860b0d02
0 1 1 b247 06 34429218370850348d0c 9bf4 08 7a0a928d170842163000
0 1 1 64c8 06 525679a61572101348e7 68e1 09 00420089c01104588049
0 1 1 0d4a 06 81e48384a20304528923 0210 08 189402911c0883700889
0 1 1 4060 06 4f022300870ae0151862 0108 0a 00001000420100488460
0 1 1 2259 06 6414108a114198a19606 e1b1 08 08c8310089c187100c64
0 1 1 0d66 05 44ae3cb9748843b85634 f1af 07 3b0882286a6d70741a1c
0 1 1 840e 06 634f140445598c54410c 195b 08 480a42108121c871b456
0 1 1 7f76 05 68c9629e16ba46a08f72 03de 08 888ab000461082250c22
0 1 1 6807 05 9a8247260c6c9d4e0564 b6d9 07 5cdb05a8449184279d0a
0 1 1 0181 06 59102094e2480272113a 73ff 07 3a8510802a30421419e1
0 1 1 9fd7 06 aa06411cc21a8c83b207 643a 08 19c8021a6e0c4e724a62
0 1 1 884d 06 6982062420088c445c0a c7e5 07 17102006651d06002f17
0 1 1 833f 05 10ded589c34b598ca8ff 804b 0a 08025088830076008021
0 1 1 5d26 05 01b4423ce4f84d30db67 f452 08 32028630052c006000d6
0 1 1 1a23 06 0cdca135072082379e4c 70a0 08 31862c80030a020504c0
0 1 1 151c 05 321065416b48dcd566a2 2253 07 370c32198ac04a1202ca
0 1 1 80c1 06 50474001073156312d48 ea47 08 284c53844129c15404e6
0 1 1 b2b4 06 214682af6d281c40a425 1afe 07 268ab2ae44a154c8a02b
0 1 1 e90b 06 08c2a3a8e122a470902e 1f02 06 361a2b36c15e224e4442
0 1 1 850b 06 2a10552c62c85e819982 5ab6 07 1fc2758dc3a7ce71e545
0 1 1 d985 06 5083234a450942710d64 7a34 08 00485905c04008702069
0 1 1 1458 06 401a8104d0255ca22121 b6c8 08 100218b8275044238000
0 1 1 f790 06 208cd0b1e5285c32ae83 799f 08 b0f2870204095c141865
0 1 1 3949 06 2262553585104e229d8a 2180 08 008e718482180a416021
0 1 1 0c4b 06 6a40220d3457c634bd02 662e 07 04aaa9842070ca1091e2
0 1 1 8819 06 5254a4256c219233c046 1509 0c 00401904010000008001
0 1 1 5c77 05 00acf6040e645b41074a 50a6 09 0042100801324c011b80
0 1 1 b20c 05 b94a5ebf4053dd023e29 2a01 08 c38200d4e50206273c02
0 1 1 cd6b 06 288074b581544e071c91 08d5 07 d8c5a80057f08a9741e2
0 1 1 1aec 06 0d5011102118c5c38cc1 079f 08 95066d18ee50c0138503
0 1 1 7832 06 299c8b3cc41cd8951ac7 ed05 07 7ac2c291a29094159825
0 1 1 5ea8 06 8b0e61acc21102e488d6 0092 07 610640900914502988fd
0 1 1 7723 06 19843029a550d8144583 7827 08 2c4ce080ad080452b44e
0 1 1 4c8a 06 3142b925e5d2d6031973 0675 08 6060120862004e1b1c83
0 1 1 451c 06 450613900311c284c264 4bd0 08 211a908a210980300023
0 1 1 2815 06 11d0938103a98aa71802 b8bb 08 4948131d842182281c23
0 1 1 3e13 06 619a21c9825a0a92904c 410d 08 1884002ea3330a008527
0 1 1 ca3a 06 abc6a302c4105c20ece9 abd2 07 2102151b8323d810beb0
0 1 1 a76c 05 84cf6169eb585a63bc4d 5eb9 07 6acb41cb49224e8294c7
0 1 1 a99b 06 7161355869784d2424c2 b240 0a 08041084410580000421
0 1 1 1d02 05 1870f54c94be095640c4 5655 09 1cca1014202bc0418444
0 1 1 3e5c 06 20d1028e86244a9230e8 228c 09 080a4184271002188442
0 1 1 45de 06 28c0560928216a44a705 3a2b 08 0150e18489abc2d28947
0 1 1 09fc 05 6a40135a87229fa507e9 9555 07 42d498aa210a03200c04
0 1 1 6d3d 07 108614c00419c6618446 03c8 08 2100429c4149c2f80000
0 1 1 114d 06 208e3260c711489424a4 c129 07 6c7e4304212ada214041
0 1 1 077c 06 a2c2c958c6230650a981 b44f 08 0943253000198e00a0a1
0 1 1 aa82 06 0948620860600a19952d 6009 09 010201084008c8420a84
0 1 1 70e1 05 ee6433bccaa44e3d2bc6 019c 07 1d9e201441b916a12c22
0 1 1 aebf 05 8acc60ad3e15573a2d67 d293 08 308220988e26ca118c88
0 1 1 8b04 06 71c1408463398073bca0 066e 08 09c0490c4104c8509082
0 1 1 9651 06 9080c099a030ca190824 e484 09 184202872830c4010423
0 1 1 40c5 06 1840dc0cc8130664c4e1 625e 06 a43812d0232c878b19a1
0 1 1 2bf0 06 0a22f0e09410ca664049 eb0d 08 914e30902400ec118881
0 1 1 5427 06 161485b4c4291243bd83 9b08 07 406e429024693000b821
0 1 1 d346 06 39c210362d1158410885 a41a 08 0888221b2920122080ca
